"Date","Price","Open","High","Low","Vol.","Change %"
"03/16/2020","0.66","0.61","0.70","0.60","936.75K","-8.61%"
"03/13/2020","0.72","0.78","0.80","0.65","1.14M","-1.10%"
"03/12/2020","0.73","0.75","0.78","0.53","1.83M","-27.92%"
"03/11/2020","1.01","1.04","1.08","0.99","1.07M","-5.61%"
"03/10/2020","1.07","1.13","1.14","1.04","776.34K","-0.93%"
"03/09/2020","1.08","1.08","1.12","1.02","1.38M","-14.96%"
"03/06/2020","1.27","1.29","1.34","1.16","1.44M","-0.78%"
"03/05/2020","1.28","1.25","1.33","1.22","2.79M","9.87%"
"03/04/2020","1.16","1.16","1.17","1.13","530.71K","2.19%"
"03/03/2020","1.14","1.18","1.19","1.12","751.53K","-3.39%"
"03/02/2020","1.18","1.16","1.21","1.13","810.55K","3.51%"
"02/28/2020","1.14","1.15","1.19","1.12","1.24M","-7.32%"
"02/27/2020","1.23","1.20","1.28","1.13","1.56M","-1.20%"
"02/26/2020","1.25","1.24","1.25","1.18","1.42M","-1.19%"
"02/25/2020","1.26","1.35","1.35","1.23","1.38M","-5.26%"
"02/24/2020","1.33","1.30","1.37","1.29","1.27M","-5.67%"
"02/21/2020","1.41","1.43","1.44","1.37","913.99K","-0.70%"
"02/20/2020","1.42","1.42","1.46","1.37","1.89M","-5.33%"
"02/19/2020","1.50","1.55","1.55","1.42","1.15M","0.00%"
"02/18/2020","1.50","1.55","1.56","1.40","2.37M","-8.54%"
"02/14/2020","1.64","1.61","1.67","1.56","1.58M","1.86%"
"02/13/2020","1.61","1.60","1.63","1.51","1.84M","0.62%"
"02/12/2020","1.60","1.79","1.86","1.58","6.46M","-4.76%"
"02/11/2020","1.68","1.50","1.76","1.49","7.35M","13.51%"
"02/10/2020","1.48","1.48","1.51","1.39","1.43M","3.50%"
"02/07/2020","1.43","1.46","1.46","1.39","1.20M","0.00%"
"02/06/2020","1.43","1.53","1.55","1.42","1.96M","-3.38%"
"02/05/2020","1.48","1.40","1.51","1.40","2.97M","7.25%"
"02/04/2020","1.38","1.36","1.39","1.32","862.63K","1.47%"
"02/03/2020","1.36","1.36","1.42","1.33","916.04K","0.74%"
"01/31/2020","1.35","1.45","1.45","1.35","1.40M","-5.59%"
"01/30/2020","1.43","1.58","1.63","1.34","7.72M","9.16%"
"01/29/2020","1.31","1.33","1.35","1.28","634.13K","0.00%"
"01/28/2020","1.31","1.28","1.32","1.26","679.81K","5.65%"
"01/27/2020","1.24","1.26","1.28","1.20","891.26K","-1.59%"
"01/24/2020","1.26","1.30","1.32","1.25","467.96K","0.00%"
"01/23/2020","1.26","1.33","1.33","1.25","737.47K","-5.97%"
"01/22/2020","1.34","1.43","1.43","1.31","865.24K","-4.29%"
"01/21/2020","1.40","1.49","1.49","1.33","1.02M","-4.11%"
"01/17/2020","1.46","1.45","1.49","1.43","1.10M","2.10%"
"01/16/2020","1.43","1.40","1.45","1.36","671.67K","2.14%"
"01/15/2020","1.40","1.50","1.50","1.39","1.25M","-1.41%"
"01/14/2020","1.42","1.44","1.51","1.41","1.70M","4.41%"
"01/13/2020","1.36","1.45","1.45","1.31","637.44K","-3.55%"
"01/10/2020","1.41","1.33","1.45","1.29","1.36M","6.02%"
"01/09/2020","1.33","1.37","1.41","1.29","794.96K","-2.92%"
"01/08/2020","1.37","1.54","1.54","1.29","1.79M","-8.05%"
"01/07/2020","1.49","1.39","1.50","1.33","3.38M","14.62%"
"01/06/2020","1.30","1.23","1.30","1.20","995.93K","10.17%"
"01/03/2020","1.18","1.22","1.22","1.14","467.21K","-3.28%"
"01/02/2020","1.22","1.14","1.23","1.13","915.74K","8.93%"
"12/31/2019","1.12","1.14","1.15","1.11","623.79K","-1.75%"
"12/30/2019","1.14","1.22","1.23","1.11","1.05M","-6.56%"
"12/27/2019","1.22","1.29","1.30","1.21","907.09K","-6.15%"
"12/26/2019","1.30","1.34","1.34","1.28","581.03K","-0.76%"
"12/24/2019","1.31","1.31","1.33","1.31","332.60K","-1.50%"
"12/23/2019","1.33","1.35","1.35","1.31","546.97K","0.00%"
"12/20/2019","1.33","1.33","1.34","1.31","297.09K","0.76%"
"12/19/2019","1.32","1.35","1.37","1.32","320.78K","-0.75%"
"12/18/2019","1.33","1.31","1.35","1.29","511.22K","2.31%"
"12/17/2019","1.30","1.30","1.32","1.29","398.31K","-2.26%"
"12/16/2019","1.33","1.33","1.38","1.30","886.98K","-0.75%"
"12/13/2019","1.34","1.33","1.35","1.30","303.89K","1.52%"
"12/12/2019","1.32","1.37","1.37","1.29","296.31K","0.00%"
"12/11/2019","1.32","1.30","1.37","1.29","710.27K","1.54%"
"12/10/2019","1.30","1.29","1.32","1.29","334.80K","0.78%"
"12/09/2019","1.29","1.32","1.32","1.29","229.34K","-2.27%"
"12/06/2019","1.32","1.30","1.32","1.29","305.13K","0.00%"
"12/05/2019","1.32","1.31","1.33","1.30","232.89K","2.33%"
"12/04/2019","1.29","1.34","1.34","1.28","580.26K","-2.27%"
"12/03/2019","1.32","1.32","1.32","1.28","413.52K","1.54%"
"12/02/2019","1.30","1.34","1.36","1.30","464.76K","-6.47%"
"11/29/2019","1.39","1.35","1.40","1.30","289.42K","2.96%"
"11/27/2019","1.35","1.36","1.38","1.28","1.06M","1.50%"
"11/26/2019","1.33","1.44","1.44","1.31","653.00K","-1.48%"
"11/25/2019","1.35","1.51","1.55","1.35","1.07M","-9.40%"
"11/22/2019","1.49","1.39","1.52","1.35","896.33K","4.93%"
"11/21/2019","1.42","1.42","1.45","1.39","409.70K","-0.70%"
"11/20/2019","1.43","1.45","1.46","1.41","316.65K","-0.69%"
"11/19/2019","1.44","1.46","1.50","1.44","366.53K","-1.37%"
"11/18/2019","1.46","1.55","1.55","1.45","441.69K","-3.31%"
"11/15/2019","1.51","1.57","1.57","1.49","496.79K","-5.03%"
"11/14/2019","1.59","1.51","1.62","1.50","903.63K","5.30%"
"11/13/2019","1.51","1.51","1.53","1.50","256.13K","-0.66%"
"11/12/2019","1.52","1.50","1.55","1.50","202.22K","-0.65%"
"11/11/2019","1.53","1.55","1.55","1.48","306.43K","0.66%"
"11/08/2019","1.52","1.52","1.54","1.50","264.44K","1.33%"
"11/07/2019","1.50","1.57","1.57","1.50","495.94K","-4.46%"
"11/06/2019","1.57","1.59","1.60","1.54","346.58K","-1.87%"
"11/05/2019","1.60","1.66","1.66","1.57","644.07K","-3.61%"
"11/04/2019","1.66","1.57","1.67","1.55","810.36K","5.73%"
"11/01/2019","1.57","1.55","1.59","1.53","509.94K","0.64%"
"10/31/2019","1.56","1.63","1.63","1.52","322.94K","-1.89%"
"10/30/2019","1.59","1.61","1.66","1.52","1.20M","-1.24%"
"10/29/2019","1.61","1.68","1.69","1.60","687.60K","-5.29%"
"10/28/2019","1.70","1.80","1.81","1.66","1.55M","1.19%"
"10/25/2019","1.68","1.61","1.74","1.58","1.70M","7.01%"
"10/24/2019","1.57","1.58","1.62","1.56","219.85K","0.00%"
"10/23/2019","1.57","1.57","1.65","1.50","1.19M","-5.42%"
"10/22/2019","1.66","1.70","1.71","1.58","426.73K","-2.35%"
"10/21/2019","1.70","1.73","1.74","1.67","384.43K","-0.58%"
"10/18/2019","1.71","1.74","1.75","1.70","178.54K","-0.58%"
"10/17/2019","1.72","1.70","1.78","1.70","271.33K","1.18%"
"10/16/2019","1.70","1.76","1.76","1.70","356.72K","-4.49%"
"10/15/2019","1.78","1.78","1.83","1.74","409.26K","-0.56%"
"10/14/2019","1.79","1.77","1.82","1.76","398.77K","-0.56%"
"10/11/2019","1.80","1.77","1.82","1.74","324.99K","1.12%"
"10/10/2019","1.78","1.80","1.84","1.76","357.35K","-1.66%"
"10/09/2019","1.81","1.69","1.94","1.68","1.64M","7.10%"
"10/08/2019","1.69","1.69","1.73","1.65","280.24K","-1.74%"
"10/07/2019","1.72","1.70","1.75","1.64","385.96K","2.38%"
"10/04/2019","1.68","1.66","1.70","1.63","277.44K","2.44%"
"10/03/2019","1.64","1.69","1.72","1.64","295.37K","-2.38%"
"10/02/2019","1.68","1.73","1.73","1.62","348.97K","-2.89%"
