"Date","Price","Open","High","Low","Vol.","Change %"
"08/02/2022","1.850","1.610","1.920","1.610","226.05K","13.50%"
"08/01/2022","1.630","1.710","1.710","1.590","185.01K","-5.23%"
"07/29/2022","1.720","1.680","1.740","1.650","156.47K","2.99%"
"07/28/2022","1.670","1.620","1.770","1.550","175.27K","5.03%"
"07/27/2022","1.590","1.600","1.670","1.510","239.51K","3.92%"
"07/26/2022","1.530","1.670","1.670","1.510","167.73K","-9.47%"
"07/25/2022","1.690","1.770","1.790","1.680","87.24K","-5.59%"
"07/22/2022","1.790","2.010","2.010","1.785","124.04K","-10.50%"
"07/21/2022","2.000","1.950","2.000","1.900","80.39K","1.01%"
"07/20/2022","1.980","1.910","2.100","1.870","468.90K","5.32%"
"07/19/2022","1.880","1.810","1.960","1.800","396.59K","6.21%"
"07/18/2022","1.770","1.770","1.970","1.740","295.38K","1.72%"
"07/15/2022","1.740","1.640","1.800","1.570","306.65K","8.75%"
"07/14/2022","1.600","1.700","1.745","1.550","191.18K","-6.98%"
"07/13/2022","1.720","1.610","1.740","1.560","117.65K","3.61%"
"07/12/2022","1.660","1.720","1.720","1.555","244.47K","-0.60%"
"07/11/2022","1.670","1.780","1.850","1.660","473.94K","-6.70%"
"07/08/2022","1.790","1.640","1.830","1.555","341.13K","9.15%"
"07/07/2022","1.640","1.530","1.670","1.530","271.22K","7.89%"
"07/06/2022","1.520","1.460","1.550","1.460","103.43K","0.00%"
"07/05/2022","1.520","1.370","1.540","1.290","288.84K","15.15%"
"07/01/2022","1.320","1.360","1.398","1.290","177.33K","-3.65%"
"06/30/2022","1.370","1.310","1.410","1.262","265.73K","7.87%"
"06/29/2022","1.270","1.380","1.390","1.260","233.74K","-9.29%"
"06/28/2022","1.400","1.580","1.610","1.390","207.99K","-9.09%"
"06/27/2022","1.540","1.530","1.690","1.500","623.51K","-1.91%"
"06/24/2022","1.570","1.590","1.690","1.480","4.17M","0.00%"
"06/23/2022","1.570","1.570","1.620","1.510","375.27K","1.29%"
"06/22/2022","1.550","1.690","1.730","1.520","354.14K","-8.82%"
"06/21/2022","1.700","1.820","1.910","1.610","844.91K","-6.59%"
"06/17/2022","1.820","1.450","1.820","1.380","903.21K","27.27%"
